Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,YSF Digital Enabled,DG-ID,County,Op Status,Coverage,Sponsor,Affiliate,Features,Links,Notes,Last update
147.2,0.6,,K7WIR,Jerome,ID,OPEN,Fusion,138.75,NNW,,16,19288,42.7199873,-114.5240341,147.2,147.8,1,Open ↑ / Open ↓,Jerome,On-Air,Local area linked repeater near Jerome Idaho,kd7lxw,K7WIR,C4FM linked system,"Full-time to 443.35000 (K7WIR) at Idaho City, Grimes Creek, ID .",K7WIR Linked system,2020-11-03
