Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Affiliate,Features,Links,AllStar,Nets,Web links,Feed,Coordination,Last update
442.45,5,162.2,N7JYS,"Hays, K-Link",KS,OPEN,A,,195.37,SE,,20,4042,38.93399811,-99.31500244,442.45,447.45,162.2,162.2,Ellis,EM08IW,On-Air,Click for coverage map. 35 mi radius.,N7JYS,Affiliate of the K-Link Repeater Network,E-Power.,"Full-time to 444.95000 (AB0UO) at Russell, K-Link, KS . Full-time to 443.57500 (K0HAM) at Ransom, K-Link, KS . Full-time to the K-Link System . Linkable to the NEKSUN (K0HAM) System .",42940,ARES: Sat at 21:00.,K-Link Repeater Network,Listen Live,Kansas Repeater Council,2020-05-19
