Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,IRLP,Notes,Last update
444.6,5,146.2,WA0VJR,Wallace,KS,OPEN,I,,183.76,SE,,20,3559,38.91389847,-101.59400177,444.6,449.6,146.2,Wallace,DM98EV,On-Air,US-40 Repeater Coverage Map,WA0VJR,3148,Dial 9335 to access K-Link,2019-03-27
