Frequency,Offset,Tone,Call,Location,ST/PR,Use,Mode,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,DMR Enabled,Color Code,DMR ID,IPSC Network,Local Network,Wide Network,County,Grid,Op Status,Coverage,Links,Web links,Coordination,Last update
444.475,5,CC1,N0KOM,"Logan, KS-DMR",KS,OPEN,DMR,196.66,NE,,20,10023,39.66400146,-99.57700348,444.475,449.475,1,1,310597,KS-DMR c Record retrieved from radioid.net,K0USY,,Phillips,EM09FP,On-Air,35,Full-time to the KS-DMR (3120) System .,KS-DMR Network,Kansas Repeater Council,2020-03-07
