Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Op Status,Coverage,Sponsor,Affiliate,Features,AllStar,Last update
224,-1.6,131.8,N7JYS,Hoisington,KS,OPEN,A,,197.9,SE,,20,16444,38.60559845,-98.69750214,224,222.4,131.8,Barton,On-Air,40,N7JYS,Western Kansas Intertie,Autopatch.,45989,2017-09-24
