Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Coordination,Last update
444.825,5,114.8,N0ECQ,Hays,KS,OPEN,,,197.16,SE,,20,4123,38.87919998,-99.32679749,444.825,449.825,114.8,114.8,Ellis,EM08IV,On-Air,Local,Kansas Repeater Council,2018-01-08
