Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Op Status,Coverage,Sponsor,Coordination,Last update
146.775,-0.6,,KB0CKE,Syracuse,KS,OPEN,,,191.24,ESE,,20,3947,37.98059845,-101.75299835,146.775,146.175,Hamilton,On-Air,Local. 20 mi radius.,KB0CKE,Kansas Repeater Council,2019-03-31
