Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,Downlink Tone,County,Grid,Op Status,Coverage,Sponsor,Features,Links,Web links,Coordination,Last update
444,5,141.3,K0ECT,Syracuse,KS,OPEN,,,188.75,ESE,,20,4086,38.17499924,-101.76100159,444,449,141.3,141.3,Hamilton,DM98CE,On-Air,,SKECT,E-power.,Full-time to the SKECT System .,http://skect.org/default.aspx,Kansas Repeater Council,2018-07-12
