Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,County,Grid,Op Status,Coverage,Sponsor,Coordination,Last update
147.18,0.6,,WK0DX,Plains,KS,OPEN,,,151.02,SE,,20,3996,37.29330063,-100.63999939,147.18,147.78,Meade,DM97QH,On-Air,Local,WK0DX,Kansas Repeater Council,2014-07-07
