Frequency,Offset,Tone,Call,Location,ST/PR,Use,VOIP,DGTL,Mi,Dir,,state_id,ID,Latitude,Longitude,Downlink,Uplink,Uplink Tone,County,Grid,Op Status,Coverage,Sponsor,AllStar,Notes,Web links,Coordination,Last update
146.79,-0.6,162.2,N0KOM,"Stockton, K-Link",KS,OPEN,A,,178.4,SE,,20,13687,39.44800186,-99.27459717,146.79,146.19,162.2,Rooks,EM09IK,Off-Air,Click for coverage map. 25 mi radius.,N0KOM,45746,DB-222 @ 200 feet.,K-Link Repeater Network,Kansas Repeater Council,2019-07-13
